,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,view_history,response,filename,task,label,img_id
16,survey-html-form,16,546221,jc93bl6n96s9etn,62bda645663933726fde6a37,21,41508.20000000298,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_2310_Frog.png,spec_conf,Frog,2310.0
17,survey-html-form,17,588513,jc93bl6n96s9etn,62bda645663933726fde6a37,21,42286.0,,"{""classSelect"":""mostProbFrog"",""prob"":""50"",""classSelect2"":""secondProbBird"",""prob2"":""50"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_7874_Frog.png,spec_conf,Frog,7874.0
18,survey-html-form,18,655610,jc93bl6n96s9etn,62bda645663933726fde6a37,21,67091.10000000149,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_9123_Bird.png,spec_conf,Bird,9123.0
19,survey-html-form,19,686035,jc93bl6n96s9etn,62bda645663933726fde6a37,21,30418.20000000298,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_3533_Bird.png,spec_conf,Bird,3533.0
20,survey-html-form,20,730642,jc93bl6n96s9etn,62bda645663933726fde6a37,21,44602.20000000298,,"{""classSelect"":""mostProbAirplane"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_928_Airplane.png,spec_conf,Airplane,928.0
21,survey-html-form,21,773488,jc93bl6n96s9etn,62bda645663933726fde6a37,21,42839.40000000596,,"{""classSelect"":""mostProbFrog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_6502_Frog.png,spec_conf,Frog,6502.0
22,survey-html-form,22,805581,jc93bl6n96s9etn,62bda645663933726fde6a37,21,32085.69999999553,,"{""classSelect"":""mostProbCat"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_9678_Cat.png,spec_conf,Cat,9678.0
23,survey-html-form,23,835290,jc93bl6n96s9etn,62bda645663933726fde6a37,21,29702.0,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_2918_Bird.png,spec_conf,Bird,2918.0
24,survey-html-form,24,887477,jc93bl6n96s9etn,62bda645663933726fde6a37,21,52181.09999999404,,"{""classSelect"":""mostProbAutomobile"",""prob"":""75"",""classSelect2"":""secondProbTruck"",""prob2"":""25"",""improbClassSelectFrog"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_4550_Truck.png,spec_conf,Truck,4550.0
25,survey-html-form,25,918087,jc93bl6n96s9etn,62bda645663933726fde6a37,21,30604.39999999851,,"{""classSelect"":""mostProbAutomobile"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_9229_Automobile.png,spec_conf,Automobile,9229.0
26,survey-html-form,26,961591,jc93bl6n96s9etn,62bda645663933726fde6a37,21,43498.80000000447,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_2769_Bird.png,spec_conf,Bird,2769.0
27,survey-html-form,27,1001478,jc93bl6n96s9etn,62bda645663933726fde6a37,21,39880.60000000149,,"{""classSelect"":""mostProbDeer"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1""}",cifar10_train_6661_Deer.png,spec_conf,Deer,6661.0
28,survey-html-form,28,1026679,jc93bl6n96s9etn,62bda645663933726fde6a37,21,25195.5,,"{""classSelect"":""mostProbFrog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_9902_Frog.png,spec_conf,Frog,9902.0
29,survey-html-form,29,1057518,jc93bl6n96s9etn,62bda645663933726fde6a37,21,30833.0,,"{""classSelect"":""mostProbHorse"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_223_Deer.png,spec_conf,Deer,223.0
30,survey-html-form,30,1089985,jc93bl6n96s9etn,62bda645663933726fde6a37,21,32461.39999999851,,"{""classSelect"":""mostProbDeer"",""prob"":""85"",""classSelect2"":""secondProbHorse"",""prob2"":""15"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1""}",cifar10_train_2762_Deer.png,spec_conf,Deer,2762.0
31,survey-html-form,31,1137163,jc93bl6n96s9etn,62bda645663933726fde6a37,21,47173.09999999404,,"{""classSelect"":""mostProbFrog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_9555_Deer.png,rerun_spec_conf,Deer,9555.0
32,survey-html-form,32,1160203,jc93bl6n96s9etn,62bda645663933726fde6a37,21,23022.60000000149,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_2310_Frog.png,rerun_spec_conf,Frog,2310.0
33,survey-text,33,1297076,jc93bl6n96s9etn,62bda645663933726fde6a37,21,136828.8999999985,,"{""Q0"":""10"",""Q1"":""1"",""Q2"":""No."",""Q3"":""No."",""Q4"":""No."",""Q5"":""No.""}",,,,
34,pavlovia,0,1376,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,,,,,,,
35,external-html,1,38068,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,36534.80000000005,,,,,,
36,instructions,2,232122,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,194052.19999999995,"[{""page_index"":0,""viewing_time"":15291.59999999986},{""page_index"":1,""viewing_time"":66997.1000000001},{""page_index"":2,""viewing_time"":13282.5},{""page_index"":3,""viewing_time"":20929.199999999953},{""page_index"":4,""viewing_time"":34036.30000000005},{""page_index"":5,""viewing_time"":14041.899999999907},{""page_index"":6,""viewing_time"":6655.700000000186},{""page_index"":7,""viewing_time"":16246},{""page_index"":8,""viewing_time"":6568.299999999814}]",,,,,
37,survey-multi-choice,3,248682,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,16554.800000000047,,"{""Q0"":""The most likely category, or categories, of an image and the associated probability of the selected categories."",""Q1"":""100 crowdsourced workers.""}",,,,
38,instructions,4,255103,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,6419.5,"[{""page_index"":0,""viewing_time"":6418.700000000186}]",,,,,
39,preload,5,256759,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,,,,,,,
40,survey-html-form,6,356027,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,99259.1000000001,,"{""classSelect"":""mostProbDeer"",""prob"":""0"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_6958_Horse.png,spec_conf,Horse,6958.0
41,survey-html-form,7,413795,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,57753.0,,"{""classSelect"":""mostProbTruck"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_5563_Automobile.png,spec_conf,Automobile,5563.0
42,survey-html-form,8,443606,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,29799.299999999814,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_2659_Bird.png,spec_conf,Bird,2659.0
43,survey-html-form,9,531937,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,88326.40000000014,,"{""classSelect"":""mostProbAirplane"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_6334_Airplane.png,spec_conf,Airplane,6334.0
44,survey-html-form,10,557521,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,25576.09999999986,,"{""classSelect"":""mostProbCat"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_5991_Cat.png,spec_conf,Cat,5991.0
45,survey-html-form,11,588953,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,31421.600000000093,,"{""classSelect"":""mostProbFrog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_9569_Frog.png,spec_conf,Frog,9569.0
46,survey-html-form,12,621076,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,32115.800000000047,,"{""classSelect"":""mostProbCat"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_4765_Cat.png,spec_conf,Cat,4765.0
47,survey-html-form,13,647308,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,26220.90000000014,,"{""classSelect"":""mostProbFrog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_1211_Frog.png,spec_conf,Frog,1211.0
48,survey-html-form,14,683048,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,35732.90000000014,,"{""classSelect"":""mostProbTruck"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_2521_Truck.png,spec_conf,Truck,2521.0
49,survey-html-form,15,712346,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,29287.0,,"{""classSelect"":""mostProbAutomobile"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_4855_Automobile.png,spec_conf,Automobile,4855.0
50,survey-html-form,16,737077,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,24716.799999999814,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_5238_Bird.png,spec_conf,Bird,5238.0
51,survey-html-form,17,789497,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,52408.0,,"{""classSelect"":""mostProbDeer"",""prob"":""50"",""classSelect2"":""secondProbHorse"",""prob2"":""50"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_165_Deer.png,spec_conf,Deer,165.0
52,survey-html-form,18,813245,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,23742.30000000028,,"{""classSelect"":""mostProbDog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1""}",cifar10_train_3192_Dog.png,spec_conf,Dog,3192.0
53,survey-html-form,19,862499,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,49247.19999999972,,"{""classSelect"":""mostProbCat"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_9422_Cat.png,spec_conf,Cat,9422.0
54,survey-html-form,20,884455,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,21945.100000000093,,"{""classSelect"":""mostProbCat"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_573_Cat.png,spec_conf,Cat,573.0
55,survey-html-form,21,909231,vtrn5nxg2l5ama3,62bcd9c5252778ec6c023802,8,24765.099999999627,,"{""classSelect"":""mostProbFrog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_5717_Frog.png,spec_conf,Frog,5717.0
